,Quarter,Banks,1. Total Interest Income (Net of Interest Tax) (April to Date)_Domestic Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Global Operation,1. Total Interest Income (Net of Interest Tax) (April to Date)_Overseas Operation,2. Interest Expense (April to Date)_Domestic Operation,2. Interest Expense (April to Date)_Global Operation,2. Interest Expense (April to Date)_Overseas Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Domestic Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Global Operation,3. Net Interest Income (NII) (April to Date) [1 - 2]_Overseas Operation,4. Other Operating Income (OOI) (April to Date) _Domestic Operation,4. Other Operating Income (OOI) (April to Date) _Global Operation,4. Other Operating Income (OOI) (April to Date) _Overseas Operation,5. Total Operating Income (April to Date) [3 + 4]_Domestic Operation,5. Total Operating Income (April to Date) [3 + 4]_Global Operation,5. Total Operating Income (April to Date) [3 + 4]_Overseas Operation,6. Operating Expense (OE) (April to Date)_Domestic Operation,6. Operating Expense (OE) (April to Date)_Global Operation,6. Operating Expense (OE) (April to Date)_Overseas Operation,Of Which: Staff Expenses (April to Date)_Domestic Operation,Of Which: Staff Expenses (April to Date)_Global Operation,Of Which: Staff Expenses (April to Date)_Overseas Operation,7. Net Operating Income (April to Date) [5 - 6]_Domestic Operation,7. Net Operating Income (April to Date) [5 - 6]_Global Operation,7. Net Operating Income (April to Date) [5 - 6]_Overseas Operation,8. Capital Gains/(Losses) (April to Date)_Domestic Operation,8. Capital Gains/(Losses) (April to Date)_Global Operation,8. Capital Gains/(Losses) (April to Date)_Overseas Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Domestic Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Global Operation,9. Other Non-operating Income/ (expenses) (April to Date)_Overseas Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Domestic Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Global Operation,10. Earning Before Provisions &amp; Taxes (EBPT) (April to Date) [7 + 8 +9]_Overseas Operation,11. Risk Provisions - Total (April to Date)_Domestic Operation,11. Risk Provisions - Total (April to Date)_Global Operation,11. Risk Provisions - Total (April to Date)_Overseas Operation,12. Write Offs - Total (April to Date) _Domestic Operation,12. Write Offs - Total (April to Date) _Global Operation,12. Write Offs - Total (April to Date) _Overseas Operation,13. Provisions For Liabilities (April to Date) _Domestic Operation,13. Provisions For Liabilities (April to Date) _Global Operation,13. Provisions For Liabilities (April to Date) _Overseas Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Domestic Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Global Operation,14. Profit/Loss Before Tax (PBT) (April to Date) (10 - 11 - 12 - 13]_Overseas Operation,15. Provision For Income Taxes (April to Date) _Domestic Operation,15. Provision For Income Taxes (April to Date) _Global Operation,15. Provision For Income Taxes (April to Date) _Overseas Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Domestic Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Global Operation,16. Net Profit/Loss (PAT) (April to Date)  [14 - 15]_Overseas Operation,Foreign_Dummy,Private_Dummy,Public_Dummy,Small_Finance_Dummy
345,2013Q1,VIJAYA BANK,90518845000,,,71738840000,,,18780005000,,,6069981000,,,24849986000,,,13629739000,,,8485875000,,,11220247000,,,0,,,0,,,11220247000,,,5380072000,,,74748000,,,0,,,5765427000,,,-90665000,,,5856092000,,,0,0,1,0
346,2013Q2,AB BANK LIMITED,18600000,,,4100000,,,14500000,,,41000000,,,55500000,,,25000000,,,2600000,,,30500000,,,0,,,0,,,30500000,,,0,,,0,,,0,,,30500000,,,0,,,30500000,,,1,0,0,0
347,2013Q2,ABU DHABI COMMERCIAL BANK PJSC,320441000,,,207572000,,,112869000,,,25492000,,,138361000,,,71214000,,,33788000,,,67147000,,,0,,,0,,,67147000,,,41929000,,,-10258000,,,0,,,35476000,,,13480000,,,21996000,,,1,0,0,0
348,2013Q2,AMERICAN EXPRESS BANKING CORP.,227538000,,,282111000,,,-54573000,,,1444649000,,,1390076000,,,1406706000,,,296053000,,,-16630000,,,-1022000,,,0,,,-17652000,,,-38429000,,,240396000,,,0,,,-219619000,,,0,,,-219619000,,,1,0,0,0
349,2013Q2,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,793300000,,,339100000,,,454200000,,,-22600000,,,431600000,,,330600000,,,155100000,,,101000000,,,0,,,0,,,101000000,,,3000000,,,0,,,0,,,98000000,,,56700000,,,41300000,,,1,0,0,0
350,2013Q2,"BANK OF AMERICA , NATIONAL ASSOCIATION",3719270000,,,1820086000,,,1899184000,,,2475519000,,,4374703000,,,935674000,,,572916000,,,3439029000,,,11641000,,,0,,,3450670000,,,9087000,,,0,,,0,,,3441583000,,,1488829000,,,1952754000,,,1,0,0,0
351,2013Q2,BANK OF BAHRAIN & KUWAIT B.S.C.,215982000,,,117613000,,,98369000,,,35840000,,,134209000,,,52155000,,,23824000,,,82054000,,,-14000,,,0,,,82040000,,,57587000,,,0,,,0,,,24453000,,,8452000,,,16001000,,,1,0,0,0
352,2013Q2,BANK OF CEYLON,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,-310000,,,0,,,0,,,310000,,,0,,,310000,,,1,0,0,0
353,2013Q2,BANK OF NOVA SCOTIA,2062424000,,,1205372000,,,857052000,,,760938000,,,1617990000,,,208202000,,,79496000,,,1409788000,,,-25000,,,0,,,1409763000,,,0,,,-247000,,,0,,,1410010000,,,596658000,,,813352000,,,1,0,0,0
354,2013Q2,BARCLAYS BANK PLC,3943611000,,,2360235000,,,1583376000,,,2232741000,,,3816117000,,,1257438000,,,643605000,,,2558679000,,,-4489000,,,-21000,,,2554169000,,,430542000,,,32203000,,,1503000,,,2089921000,,,1024255000,,,1065666000,,,1,0,0,0
355,2013Q2,BNP PARIBAS,2318800000,,,1171500000,,,1147300000,,,1173500000,,,2320800000,,,929500000,,,353500000,,,1391300000,,,0,,,0,,,1391300000,,,-13600000,,,0,,,0,,,1404900000,,,1051200000,,,353700000,,,1,0,0,0
356,2013Q2,CITIBANK N.A,21662199000,,,8315890000,,,13346309000,,,10103099000,,,23449408000,,,7264384000,,,2677379000,,,16185024000,,,1051518000,,,0,,,17236542000,,,-428881000,,,494107000,,,0,,,17171316000,,,7428312000,,,9743004000,,,1,0,0,0
357,2013Q2,COMMONWEALTH BANK OF AUSTRALIA,51607000,,,7897000,,,43710000,,,7664000,,,51374000,,,68493000,,,30764000,,,-17119000,,,0,,,0,,,-17119000,,,350000,,,0,,,0,,,-17469000,,,0,,,-17469000,,,1,0,0,0
358,2013Q2,COOPERATIEVE RABOBANK U.A.,178943000,,,20174000,,,158769000,,,95969000,,,254738000,,,148575000,,,75714000,,,106163000,,,0,,,0,,,106163000,,,-3514000,,,0,,,0,,,109677000,,,61938000,,,47739000,,,1,0,0,0
359,2013Q2,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,938546000,,,444509000,,,494037000,,,115130000,,,609167000,,,231280000,,,113784000,,,377887000,,,34000,,,0,,,377921000,,,4153000,,,0,,,0,,,373768000,,,207500000,,,166268000,,,1,0,0,0
360,2013Q2,CREDIT SUISSE AG,438025000,,,190011000,,,248014000,,,329688000,,,577702000,,,172387000,,,121886000,,,405315000,,,0,,,0,,,405315000,,,25522000,,,0,,,0,,,379793000,,,171158000,,,208635000,,,1,0,0,0
361,2013Q2,"CTBC BANK CO., LTD.",78016000,,,28033000,,,49983000,,,14887000,,,64870000,,,50864000,,,26405000,,,14006000,,,0,,,0,,,14006000,,,113389000,,,0,,,0,,,-99383000,,,7000000,,,-106383000,,,1,0,0,0
362,2013Q2,DBS BANK INDIA LTD.,6500612000,,,4085676000,,,2414936000,,,451338000,,,2866274000,,,1261132000,,,603421000,,,1605142000,,,0,,,0,,,1605142000,,,850950000,,,0,,,0,,,754192000,,,334100000,,,420092000,,,1,0,0,0
363,2013Q2,DEUTSCHE BANK AG,7150295000,,,2159089000,,,4991206000,,,1882950000,,,6874156000,,,2768014000,,,1214370000,,,4106142000,,,-128000,,,0,,,4106014000,,,-27718000,,,-9471000,,,0,,,4143203000,,,1901415000,,,2241788000,,,1,0,0,0
364,2013Q2,FIRSTRAND BANK LTD,224223000,,,114205000,,,110018000,,,54443000,,,164461000,,,251248000,,,123674000,,,-86484000,,,0,,,0,,,-86484000,,,0,,,0,,,0,,,-86484000,,,0,,,-86484000,,,1,0,0,0
365,2013Q2,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,17436800000,,,6905600000,,,10531200000,,,4401400000,,,14932600000,,,6469600000,,,2720400000,,,8463000000,,,500000,,,0,,,8463500000,,,-699800000,,,122600000,,,0,,,9040700000,,,3797000000,,,5243700000,,,1,0,0,0
366,2013Q2,HSBC BANK OMAN S.A.O.G.,38200000,,,21900000,,,16300000,,,1100000,,,17400000,,,22600000,,,6500000,,,-5200000,,,0,,,0,,,-5200000,,,400000,,,0,,,0,,,-5600000,,,500000,,,-6100000,,,1,0,0,0
367,2013Q2,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,199847000,,,38224000,,,161623000,,,56597000,,,218220000,,,45351000,,,26352000,,,172869000,,,0,,,0,,,172869000,,,6521000,,,0,,,0,,,166348000,,,23564000,,,142784000,,,1,0,0,0
368,2013Q2,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,4053375000,,,1988355000,,,2065020000,,,2177583000,,,4242603000,,,543330000,,,333314000,,,3699273000,,,0,,,0,,,3699273000,,,-24717000,,,0,,,0,,,3723990000,,,1513000000,,,2210990000,,,1,0,0,0
369,2013Q2,KBC BANK NV,146600000,,,43700000,,,102900000,,,91300000,,,194200000,,,49600000,,,27900000,,,144600000,,,0,,,0,,,144600000,,,3700000,,,0,,,0,,,140900000,,,61000000,,,79900000,,,1,0,0,0
370,2013Q2,KRUNG THAI BANK PUBLIC COMPANY LIMITED,45132000,,,21235000,,,23897000,,,3911000,,,27808000,,,9825000,,,2850000,,,17983000,,,0,,,0,,,17983000,,,0,,,0,,,0,,,17983000,,,7560000,,,10423000,,,1,0,0,0
371,2013Q2,MASHREQ BANK PSC,26610000,,,4000,,,26606000,,,61590000,,,88196000,,,33663000,,,9460000,,,54533000,,,151000,,,0,,,54684000,,,5010000,,,0,,,0,,,49674000,,,22500000,,,27174000,,,1,0,0,0
372,2013Q2,MIZUHO BANK LTD,1225140000,,,254463000,,,970677000,,,166068000,,,1136745000,,,187430000,,,90090000,,,949315000,,,0,,,0,,,949315000,,,7218000,,,0,,,270000000,,,672097000,,,0,,,672097000,,,1,0,0,0
373,2013Q2,MUFG Bank Ltd,2217594000,,,1029150000,,,1188444000,,,291533000,,,1479977000,,,310423000,,,159872000,,,1169554000,,,140000,,,0,,,1169694000,,,0,,,0,,,0,,,1169694000,,,513767000,,,655927000,,,1,0,0,0
374,2013Q2,NATIONAL AUSTRALIA BANK,83735000,,,107000,,,83628000,,,8370000,,,91998000,,,92337000,,,33638000,,,-339000,,,0,,,0,,,-339000,,,-7466000,,,0,,,0,,,7127000,,,20617000,,,-13490000,,,1,0,0,0
375,2013Q2,NatWest Markets Plc,5073804000,,,2871759000,,,2202045000,,,1121733000,,,3323778000,,,2514565000,,,1009054000,,,809213000,,,-1290000,,,0,,,807923000,,,-165169000,,,75818000,,,0,,,897274000,,,377069000,,,520205000,,,1,0,0,0
376,2013Q2,SBERBANK,35194000,,,1813000,,,33381000,,,2393000,,,35774000,,,38138000,,,19520000,,,-2364000,,,0,,,0,,,-2364000,,,1298000,,,0,,,0,,,-3662000,,,0,,,-3662000,,,1,0,0,0
377,2013Q2,SBM BANK (INDIA) LTD.,350130000,,,163945000,,,186185000,,,50456000,,,236641000,,,41074000,,,20504000,,,195567000,,,0,,,0,,,195567000,,,1528000,,,119996000,,,0,,,74043000,,,31193000,,,42850000,,,1,0,0,0
378,2013Q2,SHINHAN BANK,604878000,,,363827000,,,241051000,,,81168000,,,322219000,,,59561000,,,34156000,,,262658000,,,-149000,,,0,,,262509000,,,57592000,,,0,,,0,,,204917000,,,82858000,,,122059000,,,1,0,0,0
379,2013Q2,SOCIETE GENERALE,597394000,,,340266000,,,257128000,,,74776000,,,331904000,,,237860000,,,100059000,,,94044000,,,0,,,4041000,,,98085000,,,22701000,,,0,,,0,,,75384000,,,51000000,,,24384000,,,1,0,0,0
380,2013Q2,SONALI BANK,4177000,,,2214000,,,1963000,,,20396000,,,22359000,,,8873000,,,6629000,,,13486000,,,0,,,0,,,13486000,,,0,,,0,,,0,,,13486000,,,0,,,13486000,,,1,0,0,0
381,2013Q2,STANDARD CHARTERED BANK,22879200000,,,9816500000,,,13062700000,,,11117500000,,,24180200000,,,7622000000,,,3189000000,,,16558200000,,,95300000,,,0,,,16653500000,,,2137200000,,,-134700000,,,0,,,14651000000,,,5403500000,,,9247500000,,,1,0,0,0
382,2013Q2,SUMITOMO MITSUI BANKING CORPORATION,229040000,,,12299000,,,216741000,,,9762000,,,226503000,,,142423000,,,60035000,,,84080000,,,0,,,0,,,84080000,,,6087000,,,0,,,0,,,77993000,,,23200000,,,54793000,,,1,0,0,0
383,2013Q2,UBS AG,971400000,,,189600000,,,781800000,,,-30400000,,,751400000,,,307700000,,,142900000,,,443700000,,,0,,,0,,,443700000,,,6000000,,,0,,,0,,,437700000,,,186000000,,,251700000,,,1,0,0,0
384,2013Q2,UNITED OVERSEAS BANK LTD,34886000,,,1623000,,,33263000,,,-434000,,,32829000,,,38290000,,,21450000,,,-5461000,,,0,,,0,,,-5461000,,,-545000,,,0,,,0,,,-4916000,,,1426000,,,-6342000,,,1,0,0,0
385,2013Q2,WESTPAC BANKING CORPORATION,134504000,,,27000,,,134477000,,,38695000,,,173172000,,,61998000,,,31190000,,,111174000,,,0,,,0,,,111174000,,,11433000,,,0,,,0,,,99741000,,,79401000,,,20340000,,,1,0,0,0
386,2013Q2,WOORI BANK,81683000,,,37064000,,,44619000,,,6758000,,,51377000,,,34576000,,,9754000,,,16801000,,,0,,,0,,,16801000,,,6171000,,,0,,,0,,,10630000,,,0,,,10630000,,,1,0,0,0
387,2013Q2,AXIS BANK LIMITED,69018800000,,,41845700000,,,27173100000,,,16548400000,,,43721500000,,,17823000000,,,6317500000,,,25898500000,,,-12700000,,,0,,,25885800000,,,-1310800000,,,6005200000,,,1200000,,,21190200000,,,7223700000,,,13966500000,,,0,1,0,0
388,2013Q2,CITY UNION BANK LIMITED,6239800000,,,4366300000,,,1873500000,,,837500000,,,2711000000,,,1096300000,,,455400000,,,1614700000,,,900000,,,0,,,1615600000,,,200300000,,,0,,,5000000,,,1410300000,,,507500000,,,902800000,,,0,1,0,0
389,2013Q2,CSB BANK LIMITED,3689800000,,,2649300000,,,1040500000,,,569500000,,,1610000000,,,1038500000,,,777000000,,,571500000,,,-200000,,,0,,,571300000,,,122000000,,,0,,,0,,,449300000,,,152700000,,,296600000,,,0,1,0,0
390,2013Q2,DCB BANK LIMITED,2607400000,,,1776200000,,,831200000,,,452700000,,,1283900000,,,768900000,,,377000000,,,515000000,,,-1700000,,,0,,,513300000,,,85000000,,,0,,,0,,,428300000,,,0,,,428300000,,,0,1,0,0
391,2013Q2,FEDERAL BANK LTD,16532600000,,,11436500000,,,5096100000,,,2151100000,,,7247200000,,,3248600000,,,1735100000,,,3998600000,,,6800000,,,0,,,4005400000,,,-536200000,,,2987300000,,,0,,,1554300000,,,497700000,,,1056600000,,,0,1,0,0
392,2013Q2,HDFC BANK LTD.,95849660000,,,51971672000,,,43877988000,,,18810374000,,,62688362000,,,30104006000,,,11072965000,,,32809864000,,,1864000,,,0,,,32811728000,,,5165705000,,,216528000,,,50353000,,,27379142000,,,9351318000,,,18027824000,,,0,1,0,0
393,2013Q2,ICICI BANK LIMITED,93077763000,,,59215458000,,,33862305000,,,20582301000,,,54444606000,,,24235227000,,,10546720000,,,30031123000,,,17348000,,,0,,,30048471000,,,378619000,,,4272316000,,,0,,,25397536000,,,8939700000,,,16457836000,,,0,1,0,0
394,2013Q2,IDBI BANK LIMITED,65200481000,,,51211136000,,,13989345000,,,6987310000,,,20976655000,,,8703413000,,,4893042000,,,12230969000,,,-330000,,,0,,,12230639000,,,8240864000,,,14521000,,,41362000,,,3933892000,,,1800000000,,,2133892000,,,0,1,1,0
395,2013Q2,INDUSIND BANK LTD,19121969000,,,12327183000,,,6794786000,,,4707392000,,,11502178000,,,5084855000,,,1936058000,,,6417323000,,,-1296000,,,0,,,6416027000,,,1068534000,,,252001000,,,0,,,5095492000,,,1747049000,,,3348443000,,,0,1,0,0
396,2013Q2,ING VYSYA BANK LTD,13085966000,,,8831764000,,,4254202000,,,2444379000,,,6698581000,,,3429894000,,,2024702000,,,3268687000,,,415000,,,0,,,3269102000,,,681132000,,,0,,,0,,,2587970000,,,836746000,,,1751224000,,,0,1,0,0
397,2013Q2,JAMMU & KASHMIR BANK LTD,16242400000,,,9693500000,,,6548900000,,,922300000,,,7471200000,,,2661300000,,,1756600000,,,4809900000,,,0,,,0,,,4809900000,,,362300000,,,0,,,0,,,4447600000,,,1368500000,,,3079100000,,,0,1,0,0
398,2013Q2,KARNATAKA BANK LTD,9978497000,,,7477515000,,,2500982000,,,2059559000,,,4560541000,,,1985320000,,,1151348000,,,2575221000,,,-94000,,,0,,,2575127000,,,728949000,,,0,,,0,,,1846178000,,,904454000,,,941724000,,,0,1,0,0
399,2013Q2,KARUR VYSYA BANK LTD,12225318000,,,8906491000,,,3318827000,,,2069672000,,,5388499000,,,2200938000,,,1077726000,,,3187561000,,,-330000,,,0,,,3187231000,,,1631643000,,,0,,,0,,,1555588000,,,352600000,,,1202988000,,,0,1,0,0
400,2013Q2,KOTAK MAHINDRA BANK LTD.,21900183000,,,12733486000,,,9166697000,,,4625759000,,,13792456000,,,6002726000,,,3014385000,,,7789730000,,,-1897000,,,0,,,7787833000,,,944233000,,,744374000,,,0,,,6099226000,,,2071041000,,,4028185000,,,0,1,0,0
401,2013Q2,LAKSHMI VILAS BANK LTD,4779246000,,,3615694000,,,1163552000,,,545246000,,,1708798000,,,866368000,,,418853000,,,842430000,,,55000,,,0,,,842485000,,,353993000,,,0,,,145033000,,,343459000,,,90000000,,,253459000,,,0,1,0,0
402,2013Q2,NAINITAL BANK LTD,1004763000,,,594743000,,,410020000,,,89665000,,,499685000,,,217058000,,,151546000,,,282627000,,,415000,,,0,,,283042000,,,32309000,,,0,,,0,,,250733000,,,73500000,,,177233000,,,0,1,0,0
403,2013Q2,RBL BANK LIMITED,3061674000,,,2234331000,,,827343000,,,602335000,,,1429678000,,,741519000,,,395739000,,,688159000,,,17696000,,,0,,,705855000,,,63757000,,,0,,,0,,,642098000,,,221695000,,,420403000,,,0,1,0,0
404,2013Q2,SOUTH INDIAN BANK LTD,12248937000,,,8975696000,,,3273241000,,,1180199000,,,4453440000,,,1937482000,,,1171569000,,,2515958000,,,-318000,,,0,,,2515640000,,,1053499000,,,0,,,0,,,1462141000,,,313700000,,,1148441000,,,0,1,0,0
405,2013Q2,TAMILNAD MERCANTILE BANK LTD,6404394000,,,4343752000,,,2060642000,,,636917000,,,2697559000,,,1103198000,,,621348000,,,1594361000,,,0,,,0,,,1594361000,,,293765000,,,0,,,0,,,1300596000,,,442100000,,,858496000,,,0,1,0,0
406,2013Q2,THE DHANALAKSHMI BANK LTD,3136200000,,,2501400000,,,634800000,,,246900000,,,881700000,,,773700000,,,453100000,,,108000000,,,100000,,,0,,,108100000,,,69700000,,,2200000,,,0,,,36200000,,,400000,,,35800000,,,0,1,0,0
407,2013Q2,YES BANK LTD.,23979100000,,,17388000000,,,6591100000,,,4420400000,,,11011500000,,,4212100000,,,2011700000,,,6779500000,,,200000,,,0,,,6779700000,,,703500000,,,136800000,,,109800000,,,5829600000,,,1821300000,,,4008300000,,,0,1,0,0
408,2013Q2,ALLAHABAD BANK,45202226000,,,32256052000,,,12946174000,,,4971678000,,,17917852000,,,7891505000,,,5252352000,,,10026347000,,,0,,,0,,,10026347000,,,4417979000,,,0,,,0,,,5608368000,,,1601450000,,,4006918000,,,0,0,1,0
409,2013Q2,ANDHRA BANK,33864700000,,,25125600000,,,8739100000,,,4673300000,,,13412400000,,,5954200000,,,3851500000,,,7458200000,,,3600000,,,0,,,7461800000,,,3845900000,,,0,,,3100000,,,3612800000,,,1300000000,,,2312800000,,,0,0,1,0
410,2013Q2,BANK OF BARODA,84939420000,,,60814911000,,,24124509000,,,10638008000,,,34762517000,,,15812739000,,,9558763000,,,18949778000,,,-1039000,,,0,,,18948739000,,,9036194000,,,0,,,0,,,9912545000,,,1635919000,,,8276626000,,,0,0,1,0
411,2013Q2,BANK OF INDIA,77017800000,,,54651000000,,,22366800000,,,10888600000,,,33255400000,,,14377900000,,,9269700000,,,18877500000,,,0,,,0,,,18877500000,,,5860400000,,,0,,,0,,,13017100000,,,4537000000,,,8480100000,,,0,0,1,0
412,2013Q2,BANK OF MAHARASHTRA,27492115000,,,18411950000,,,9080165000,,,2250492000,,,11330657000,,,4341989000,,,2655292000,,,6988668000,,,467000,,,0,,,6989135000,,,2568281000,,,0,,,128291000,,,4292563000,,,1629300000,,,2663263000,,,0,0,1,0
413,2013Q2,CANARA BANK,90616500000,,,71144625000,,,19471875000,,,11843870000,,,31315745000,,,13210771000,,,8833618000,,,18104974000,,,149000,,,0,,,18105123000,,,8626809000,,,0,,,0,,,9478314000,,,1806400000,,,7671914000,,,0,0,1,0
414,2013Q2,CENTRAL BANK OF INDIA,58455700000,,,43075500000,,,15380200000,,,5981900000,,,21362100000,,,11353300000,,,8006300000,,,10008800000,,,-3000000,,,0,,,10005800000,,,9832600000,,,0,,,0,,,173200000,,,-46100000,,,219300000,,,0,0,1,0
415,2013Q2,CORPORATION BANK,42714925000,,,33067537000,,,9647388000,,,5813656000,,,15461044000,,,5509243000,,,2751977000,,,9951801000,,,-1710000,,,0,,,9950091000,,,4470244000,,,0,,,0,,,5479847000,,,1700000000,,,3779847000,,,0,0,1,0
416,2013Q2,DENA BANK,24001671000,,,17978006000,,,6023665000,,,3655669000,,,9679334000,,,3816457000,,,2389019000,,,5862877000,,,-560000,,,0,,,5862317000,,,2280059000,,,1370000,,,0,,,3580888000,,,1688900000,,,1891988000,,,0,0,1,0
417,2013Q2,IDBI BANK LIMITED,65200481000,,,51211136000,,,13989345000,,,6987310000,,,20976655000,,,8703413000,,,4893042000,,,12230969000,,,-330000,,,0,,,12230639000,,,8240864000,,,14521000,,,41362000,,,3933892000,,,1800000000,,,2133892000,,,0,1,1,0
418,2013Q2,INDIAN BANK,36057300000,,,25384700000,,,10672600000,,,5185300000,,,15857900000,,,7577700000,,,5714500000,,,8280200000,,,-2600000,,,400000,,,8278000000,,,3684800000,,,0,,,0,,,4593200000,,,1716900000,,,2876300000,,,0,0,1,0
419,2013Q2,INDIAN OVERSEAS BANK,51807761000,,,39602635000,,,12205126000,,,7596118000,,,19801244000,,,10212559000,,,6954748000,,,9501705000,,,2870000,,,0,,,9504575000,,,7910198000,,,45400000,,,0,,,1548977000,,,800000000,,,748977000,,,0,0,1,0
420,2013Q2,ORIENTAL BANK OF COMMERCE,47176500000,,,34106200000,,,13070300000,,,5379500000,,,18449800000,,,7568100000,,,4504300000,,,10881700000,,,1000000,,,0,,,10882700000,,,5327400000,,,0,,,0,,,5555300000,,,2021500000,,,3533800000,,,0,0,1,0
421,2013Q2,PUNJAB AND SIND BANK,18733798000,,,14470121000,,,4263677000,,,1267473000,,,5531150000,,,3188719000,,,2340273000,,,2342431000,,,221000,,,0,,,2342652000,,,382256000,,,358000,,,0,,,1960038000,,,743000000,,,1217038000,,,0,0,1,0
422,2013Q2,PUNJAB NATIONAL BANK,101992956000,,,63560099000,,,38432857000,,,13255868000,,,51688725000,,,22610328000,,,16119894000,,,29078397000,,,9758000,,,0,,,29088155000,,,10664824000,,,0,,,0,,,18423331000,,,6319988000,,,12103343000,,,0,0,1,0
423,2013Q2,STATE BANK OF BIKANER AND JAIPUR,19620100000,,,12998200000,,,6621900000,,,2278000000,,,8899900000,,,4507600000,,,3038200000,,,4392300000,,,0,,,0,,,4392300000,,,1355000000,,,267300000,,,0,,,2770000000,,,894800000,,,1875200000,,,0,0,1,0
424,2013Q2,STATE BANK OF HYDERABAD,32231114000,,,22105194000,,,10125920000,,,2599529000,,,12725449000,,,5670189000,,,3806994000,,,7055260000,,,0,,,0,,,7055260000,,,471700000,,,2840300000,,,0,,,3743260000,,,804000000,,,2939260000,,,0,0,1,0
425,2013Q2,STATE BANK OF INDIA,1201153200000,,,772032800000,,,429120400000,,,168890400000,,,598010800000,,,327493200000,,,217865200000,,,270517600000,,,-27600000,,,0,,,270490000000,,,85574400000,,,1327600000,,,0,,,183588000000,,,54330000000,,,129258000000,,,0,0,1,0
426,2013Q2,STATE BANK OF MYSORE,15161714000,,,10593815000,,,4567899000,,,1367176000,,,5935075000,,,3094880000,,,1732903000,,,2840195000,,,-2126000,,,0,,,2838069000,,,1876300000,,,0,,,185400000,,,776369000,,,254200000,,,522169000,,,0,0,1,0
427,2013Q2,STATE BANK OF PATIALA,24708300000,,,18482800000,,,6225500000,,,2463000000,,,8688500000,,,4228900000,,,2631200000,,,4459600000,,,0,,,0,,,4459600000,,,2924100000,,,0,,,0,,,1535500000,,,360000000,,,1175500000,,,0,0,1,0
428,2013Q2,STATE BANK OF TRAVANCORE,23642886000,,,17815130000,,,5827756000,,,2528166000,,,8355922000,,,4158119000,,,2620099000,,,4197803000,,,-588000,,,0,,,4197215000,,,1811946000,,,0,,,0,,,2385269000,,,528600000,,,1856669000,,,0,0,1,0
429,2013Q2,SYNDICATE BANK,42727216000,,,29654725000,,,13072491000,,,2896957000,,,15969448000,,,6774099000,,,4367589000,,,9195349000,,,846000,,,0,,,9196195000,,,3606141000,,,37008000,,,1122642000,,,4430404000,,,12223000,,,4418181000,,,0,0,1,0
430,2013Q2,UCO BANK,41247400000,,,27960800000,,,13286600000,,,4333800000,,,17620400000,,,5476500000,,,3689800000,,,12143900000,,,1000000,,,0,,,12144900000,,,7317300000,,,0,,,0,,,4827600000,,,97800000,,,4729800000,,,0,0,1,0
431,2013Q2,UNION BANK OF INDIA,67072400000,,,48320000000,,,18752400000,,,7583500000,,,26335900000,,,12494700000,,,7889000000,,,13841200000,,,-500000,,,0,,,13840700000,,,6542100000,,,0,,,0,,,7298600000,,,1700000000,,,5598600000,,,0,0,1,0
432,2013Q2,UNITED BANK OF INDIA,24637429000,,,18767240000,,,5870189000,,,4050634000,,,9920823000,,,3917656000,,,2406106000,,,6003167000,,,0,,,0,,,6003167000,,,5255884000,,,0,,,0,,,747283000,,,300000000,,,447283000,,,0,0,1,0
433,2013Q2,VIJAYA BANK,24319175000,,,19510854000,,,4808321000,,,2669025000,,,7477346000,,,4173418000,,,2628118000,,,3303928000,,,0,,,0,,,3303928000,,,887005000,,,3540000,,,0,,,2413383000,,,1088800000,,,1324583000,,,0,0,1,0
434,2013Q3,AB BANK LIMITED,37400000,,,8300000,,,29100000,,,105500000,,,134600000,,,57500000,,,5900000,,,77100000,,,0,,,0,,,77100000,,,0,,,0,,,0,,,77100000,,,0,,,77100000,,,1,0,0,0
